municipio_sae;clave_provincial;municipio_code;number_mun_code;municipio;tipo;rama;escuela;number_escuela;cue;cs;dmclc;dmc;cupo_total;long;lat;ubicacion_cue;zona;cupo;clusters;clusters_2;cluster_asignado_2;muni_cluster;n
G ALVARADO;0033JI0913;33;2;GENERAL ALVARADO;INICIAL Y PRIMARIA;JI;7403;3;622040;50;0;65;115;-57.99038;-38.34192;Rural Agrupado;Rural;5723;2.725316758;3;1;33-1;25
G ALVARADO;0033PP0002;33;2;GENERAL ALVARADO;INICIAL Y PRIMARIA;PP;7404;1;610253;65;0;85;150;-57.99473;-38.34109;Rural Agrupado;Rural;5723;2.725316758;3;1;33-1;25
G ALVARADO;0033PP0003;33;2;GENERAL ALVARADO;INICIAL Y PRIMARIA;PP;7405;1;601536;77;0;96;173;-57.97554;-38.15956;Rural Disperso;Rural;5723;2.725316758;3;3;33-3;7
G ALVARADO;0033PP0009;33;2;GENERAL ALVARADO;INICIAL Y PRIMARIA;PP;7406;1;609591;16;0;82;98;-58.22442;-38.14805;Rural Agrupado;Rural;5723;2.725316758;3;3;33-3;7
G ALVARADO;0033PP0010;33;2;GENERAL ALVARADO;INICIAL Y PRIMARIA;PP;7407;2;603928;31;0;45;76;-58.14750;-38.26848;Rural Disperso;Rural;5723;2.725316758;3;3;33-3;7
G ALVEAR;0034EE0501;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;EE;7408;3;603425;63;0;136;199;-60.00961;-36.02735;Urbano;Urbano;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034JI0902;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;JI;7409;3;603318;0;0;102;102;-60.01618;-36.03503;Urbano;Urbano;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0027;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7410;2;603292;35;0;115;150;-60.01790;-36.03253;Urbano;Urbano;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034SC0001;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;SC;7411;1;616593;172;0;172;344;-60.01488;-36.02706;12;Urbano;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034JI0903;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;JI;7412;3;614929;9;0;15;24;-60.04572;-36.03687;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034JS0001;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;JS;7413;1;621282;0;0;4;4;-60.34743;-35.94511;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034JS0002;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;JS;7414;1;621442;0;0;4;4;-59.69089;-35.87218;12;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034JS0003;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;JS;7415;1;621459;0;0;5;5;-60.21011;-36.00982;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034JS0004;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;JS;7416;1;621458;0;0;7;7;-59.63310;-36.00781;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034JS0005;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;JS;7417;1;621457;0;0;7;7;-60.18915;-35.85590;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034JS0006;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;JS;7418;1;621460;0;0;6;6;-60.21743;-36.21247;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034JS0007;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;JS;7419;1;620654;0;0;8;8;-60.61731;-36.13432;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034JS0008;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;JS;7420;1;621685;0;0;7;7;-60.45723;-36.10728;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034JS0009;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;JS;7421;1;621695;0;0;5;5;-59.94533;-35.88206;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034JS0010;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;JS;7422;2;620653;0;0;9;9;-60.39546;-36.14834;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0002;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7423;1;603315;0;0;15;15;-60.61783;-36.13437;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0003;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7424;1;603314;0;0;6;6;-60.03507;-36.09746;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0004;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7425;1;603313;0;0;6;6;-60.26058;-35.88669;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0005;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7426;1;603312;0;0;7;7;-59.94568;-35.88199;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0006;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7427;1;603311;0;0;13;13;-60.18940;-35.85600;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0007;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7428;1;603310;0;0;4;4;-60.02677;-36.05551;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0008;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7429;1;603309;0;0;6;6;-60.12811;-35.98696;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0009;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7430;1;603308;0;0;7;7;-59.63342;-36.00775;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0010;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7431;2;603307;0;0;19;19;-60.21753;-36.21244;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0011;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7432;2;603306;0;0;8;8;-60.34747;-35.94509;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0012;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7433;2;603305;0;0;6;6;-59.88858;-36.00358;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0013;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7434;2;603304;0;0;6;6;-59.69117;-35.87183;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0014;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7435;2;603303;26;0;37;63;-60.04542;-36.05315;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0015;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7436;2;603302;0;0;9;9;-60.21079;-36.00966;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0019;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7437;2;603300;0;0;9;9;-60.45731;-36.10738;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0020;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7438;2;603299;0;0;7;7;-60.08892;-35.90119;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0021;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7439;2;603298;0;0;8;8;-60.23439;-36.06259;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0022;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7440;2;603297;0;0;9;9;-60.47511;-36.15704;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0023;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7441;2;603296;0;0;6;6;-60.31519;-36.02275;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0026;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7443;2;603293;0;0;4;4;-60.35817;-36.25768;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ALVEAR;0034PP0029;34;2;GENERAL ALVEAR;INICIAL Y PRIMARIA;PP;7444;2;613751;0;0;11;11;-60.39513;-36.14817;Rural Disperso;Rural;2267;2.199378437;2;1;34-1;8
G ARENALES;0035JI0906;35;2;GENERAL ARENALES;INICIAL Y PRIMARIA;JI;7445;3;604435;4;0;14;18;-60.96631;-34.26395;Rural Agrupado;Rural;2511;1.530002391;2;2;35-2;12
G ARENALES;0035JS0001;35;2;GENERAL ARENALES;INICIAL Y PRIMARIA;JS;7446;1;614827;12;0;12;24;-61.29323;-34.27132;Rural Agrupado;Rural;2511;1.530002391;2;1;35-1;10
G ARENALES;0035PP0002;35;2;GENERAL ARENALES;INICIAL Y PRIMARIA;PP;7447;1;605389;28;0;28;56;-61.29333;-34.27140;Rural Agrupado;Rural;2511;1.530002391;2;1;35-1;10
G ARENALES;0035PP0016;35;2;GENERAL ARENALES;INICIAL Y PRIMARIA;PP;7448;2;604446;15;0;21;36;-60.96698;-34.26396;Rural Agrupado;Rural;2511;1.530002391;2;2;35-2;12
G BELGRANO;0036JI0902;36;2;GENERAL BELGRANO;INICIAL Y PRIMARIA;JI;7449;3;611029;0;0;32;32;-58.95692;-35.67437;Rural Agrupado;Rural;2768;1.577814965;2;1;36-1;10
G BELGRANO;0036JS0001;36;2;GENERAL BELGRANO;INICIAL Y PRIMARIA;JS;7450;1;617139;0;0;8;8;-58.58548;-35.87534;Rural Disperso;Rural;2768;1.577814965;2;1;36-1;10
G BELGRANO;0036JS0002;36;2;GENERAL BELGRANO;INICIAL Y PRIMARIA;JS;7451;1;620827;0;0;8;8;-58.77340;-35.92986;Rural Disperso;Rural;2768;1.577814965;2;1;36-1;10
G BELGRANO;0036JS0003;36;2;GENERAL BELGRANO;INICIAL Y PRIMARIA;JS;7452;1;620741;0;0;9;9;-58.41771;-35.84933;Rural Disperso;Rural;2768;1.577814965;2;1;36-1;10
G BELGRANO;0036PP0002;36;2;GENERAL BELGRANO;INICIAL Y PRIMARIA;PP;7454;1;604506;0;0;4;4;-58.58480;-35.87516;Rural Disperso;Rural;2768;1.577814965;2;1;36-1;10
G BELGRANO;0036PP0003;36;2;GENERAL BELGRANO;INICIAL Y PRIMARIA;PP;7455;1;604507;0;0;5;5;-58.73857;-35.81107;Rural Disperso;Rural;2768;1.577814965;2;1;36-1;10
G BELGRANO;0036PP0006;36;2;GENERAL BELGRANO;INICIAL Y PRIMARIA;PP;7456;1;604510;30;0;51;81;-58.95895;-35.67271;Rural Agrupado;Rural;2768;1.577814965;2;1;36-1;10
G BELGRANO;0036PP0007;36;2;GENERAL BELGRANO;INICIAL Y PRIMARIA;PP;7457;1;604511;0;0;10;10;-58.77260;-35.92974;Rural Disperso;Rural;2768;1.577814965;2;1;36-1;10
G BELGRANO;0036PP0008;36;2;GENERAL BELGRANO;INICIAL Y PRIMARIA;PP;7458;1;604512;26;0;26;52;-58.58443;-35.87460;Rural Disperso;Rural;2768;1.577814965;2;1;36-1;10
G BELGRANO;0036PP0013;36;2;GENERAL BELGRANO;INICIAL Y PRIMARIA;PP;7459;2;604517;0;0;4;4;-58.59005;-35.79660;Rural Disperso;Rural;2768;1.577814965;2;1;36-1;10
G CHAVES;0050EE0501;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;EE;7461;3;606609;25;0;50;75;-60.10492;-38.03064;Urbano;Urbano;2157;1.721252689;2;1;50-1;9
G CHAVES;0050JI0903;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;JI;7462;3;606611;0;0;83;83;-60.10721;-38.02357;Urbano;Urbano;2157;1.721252689;2;1;50-1;9
G CHAVES;0050PP0008;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;PP;7463;1;610232;39;0;39;78;-60.10687;-38.02334;Urbano;Urbano;2157;1.721252689;2;1;50-1;9
G CHAVES;0050JI0902;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;JI;7464;3;600929;25;0;108;133;-60.41765;-37.96561;Rural Agrupado;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050JI0904;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;JI;7465;3;600930;10;0;15;25;-60.48339;-37.81985;Rural Agrupado;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050JI0906;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;JI;7466;3;600931;0;0;15;15;-59.91277;-38.17786;Rural Disperso;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050JS0001;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;JS;7467;1;621296;0;0;4;4;-59.64659;-38.02786;Rural Disperso;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050JS0002;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;JS;7468;1;621260;0;0;6;6;-59.91808;-37.98633;Rural Disperso;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050JS0003;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;JS;7469;1;621414;0;0;8;8;-60.58325;-37.98488;Rural Disperso;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050JS0004;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;JS;7470;1;621471;0;0;6;6;-60.05187;-37.88921;Rural Disperso;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050JS0005;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;JS;7471;1;620162;0;0;6;6;-60.17077;-38.17729;Rural Agrupado;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050PP0002;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;PP;7472;1;603941;0;0;12;12;-60.17061;-38.17717;Rural Agrupado;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050PP0004;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;PP;7473;1;603942;55;0;100;155;-60.41773;-37.96479;Rural Agrupado;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050PP0005;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;PP;7474;1;603943;25;0;25;50;-60.48391;-37.82007;Rural Agrupado;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050PP0006;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;PP;7475;1;603944;0;0;5;5;-60.61157;-37.86604;Rural Disperso;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050PP0007;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;PP;7476;1;603945;0;0;5;5;-59.64634;-38.02765;Rural Disperso;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050PP0012;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;PP;7477;2;604758;0;0;13;13;-59.91259;-38.17770;Rural Disperso;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050PP0013;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;PP;7478;2;604759;0;0;10;10;-60.58282;-37.98466;Rural Disperso;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050PP0016;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;PP;7479;2;611223;0;0;5;5;-59.91860;-37.98672;Rural Disperso;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050PP0018;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;PP;7480;2;611225;0;0;5;5;-60.05240;-37.88834;Rural Disperso;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050PP0019;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;PP;7481;2;609498;0;0;4;4;-60.54877;-37.72934;Rural Disperso;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050PP0021;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;PP;7482;2;609497;0;0;9;9;-60.31459;-37.89064;Rural Disperso;Rural;2157;1.721252689;2;1;50-1;9
G CHAVES;0050PP0022;50;2;GONZALES CHAVES;INICIAL Y PRIMARIA;PP;7483;2;603398;0;0;3;3;-59.90919;-38.07433;Rural Disperso;Rural;2157;1.721252689;2;1;50-1;9
G LAMADRID;0038PP0008;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;PP;7484;1;600347;0;0;22;22;-61.27998;-37.23246;Urbano;Urbano;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038JI0902;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;JI;7485;3;603079;0;0;17;17;-61.12087;-37.19811;Rural Agrupado;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038JI0903;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;JI;7486;3;603078;0;0;39;39;-61.53400;-37.36315;Rural Agrupado;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038JI0904;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;JI;7487;3;603077;34;0;34;68;-61.28592;-37.53204;Rural Agrupado;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038JI0906;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;JI;7488;3;603075;7;0;7;14;-61.32288;-37.72924;Rural Agrupado;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038JS0001;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;JS;7489;1;621320;0;0;4;4;-61.45217;-37.11384;Rural Disperso;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038JS0002;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;JS;7490;1;621396;0;0;7;7;-61.65904;-37.20271;Rural Disperso;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038JS0003;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;JS;7491;1;621510;0;0;3;3;-61.41035;-37.49292;Rural Disperso;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038JS0004;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;JS;7492;1;621499;0;0;6;6;-61.15369;-37.56539;Rural Disperso;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038JS0005;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;JS;7493;1;621583;0;0;7;7;-61.28207;-37.41163;Rural Disperso;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038JS0007;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;JS;7494;1;620587;0;0;6;6;-61.56728;-37.53558;Rural Disperso;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038PP0003;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;PP;7495;1;606010;71;0;71;142;-61.53515;-37.36180;Rural Agrupado;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038PP0004;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;PP;7496;1;606011;40;0;40;80;-61.28506;-37.53210;Rural Agrupado;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038PP0005;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;PP;7497;1;600345;22;0;22;44;-61.12034;-37.19854;Rural Agrupado;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038PP0006;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;PP;7498;1;600346;12;0;12;24;-61.31893;-37.73425;Rural Agrupado;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038PP0013;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;PP;7499;2;609421;0;0;6;6;-61.28199;-37.41203;Rural Disperso;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038PP0015;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;PP;7500;2;603285;0;0;4;4;-61.65955;-37.20226;Rural Disperso;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038PP0016;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;PP;7501;2;603286;0;0;8;8;-61.07337;-37.40319;Rural Disperso;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038PP0017;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;PP;7502;2;603287;0;0;7;7;-61.45214;-37.11444;Rural Disperso;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038PP0019;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;PP;7503;2;603289;0;0;4;4;-61.56666;-37.53664;Rural Disperso;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038PP0020;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;PP;7504;2;603424;0;0;5;5;-61.15400;-37.56541;Rural Disperso;Rural;3008;1.816877839;2;2;38-2;13
G LAMADRID;0038PP0022;38;2;GENERAL LA MADRID;INICIAL Y PRIMARIA;PP;7505;2;609420;0;0;4;4;-61.41058;-37.49271;Rural Disperso;Rural;3008;1.816877839;2;2;38-2;13
G MADARIAGA;0040PP0030;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;PP;7506;2;604425;30;0;53;83;-57.15011;-36.97504;Urbano;Urbano;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040JS0001;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;JS;7508;1;621675;0;0;4;4;-57.09586;-37.17835;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040JS0002;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;JS;7509;1;621512;0;0;1;1;-57.21701;-36.95790;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040JS0003;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;JS;7510;1;621498;0;0;1;1;-57.15638;-37.13418;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040JS0004;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;JS;7511;1;621511;0;0;7;7;-57.20022;-36.90681;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040JS0005;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;JS;7512;1;621486;0;0;8;8;-57.06092;-37.04340;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040JS0006;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;JS;7513;1;621666;0;0;7;7;-57.08482;-36.91511;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040JS0007;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;JS;7514;1;621699;0;0;12;12;-57.37771;-37.08898;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040JS0008;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;JS;7515;1;620652;0;0;6;6;-57.12078;-37.05047;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040JS0009;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;JS;7516;1;622140;0;0;3;3;-57.55102;-37.19371;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040JS0010;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;JS;7517;2;622139;0;0;6;6;-57.09274;-36.95133;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040PP0004;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;PP;7518;1;605108;0;0;6;6;-57.20055;-36.90348;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040PP0005;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;PP;7519;1;605107;0;0;4;4;-57.55136;-37.19394;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040PP0006;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;PP;7520;1;610928;0;0;13;13;-57.09541;-37.17835;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040PP0009;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;PP;7522;1;610933;0;0;6;6;-56.95014;-37.02413;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040PP0010;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;PP;7523;2;610932;0;0;4;4;-57.15594;-37.13257;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040PP0013;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;PP;7524;2;604428;0;0;15;15;-57.37817;-37.08917;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040PP0014;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;PP;7525;2;604427;0;0;11;11;-57.09282;-36.95135;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040PP0016;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;PP;7526;2;604431;0;0;13;13;-57.06057;-37.04381;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040PP0017;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;PP;7527;2;604430;0;0;15;15;-57.08474;-36.91504;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040PP0018;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;PP;7528;2;610934;0;0;3;3;-57.21585;-36.95849;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040PP0022;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;PP;7529;2;604432;0;0;6;6;-57.46559;-37.35092;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G MADARIAGA;0040PP0026;40;2;GENERAL MADARIAGA;INICIAL Y PRIMARIA;PP;7530;2;610937;0;0;26;26;-57.12085;-37.05046;Rural Disperso;Rural;4002;2.295003586;2;2;40-2;21
G PAZ;0041JI0902;41;2;GENERAL PAZ;INICIAL Y PRIMARIA;JI;7531;3;601879;0;0;50;50;-58.40360;-35.27346;Rural Agrupado;Rural;2317;2.151565862;2;2;41-2;6
G PAZ;0041JI0903;41;2;GENERAL PAZ;INICIAL Y PRIMARIA;JI;7532;3;607577;0;0;44;44;-58.43529;-35.67682;Rural Agrupado;Rural;2317;2.151565862;2;1;41-1;5
G PAZ;0041JS0001;41;2;GENERAL PAZ;INICIAL Y PRIMARIA;JS;7533;1;614765;11;0;13;24;-58.26037;-35.37734;Rural Disperso;Rural;2317;2.151565862;2;2;41-2;6
G PAZ;0041JS0002;41;2;GENERAL PAZ;INICIAL Y PRIMARIA;JS;7534;1;614764;0;0;6;6;-58.52082;-35.44277;Rural Disperso;Rural;2317;2.151565862;2;2;41-2;6
G PAZ;0041JS0004;41;2;GENERAL PAZ;INICIAL Y PRIMARIA;JS;7535;1;620664;0;0;11;11;-58.42171;-35.42931;Rural Disperso;Rural;2317;2.151565862;2;2;41-2;6
